Scheme_Code,Scheme_Name,AMC,Scheme_Type,Scheme_Category,Scheme_NAV_Name,Scheme_Min_Amt,NAV
153010,Mirae Asset Gold ETF Fund of Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Mirae Asset Gold ETF Fund of Fund - Regular Plan - IDCW,Rs. 5000 and in multiples of Re. 1/- thereafter.,17.945
153011,Zerodha Gold ETF FoF,Zerodha Asset Management Private Limited,Open Ended,Other Scheme - FoF Domestic,Zerodha Gold ETF FoF-Direct Plan - Growth Option,500,18.7493
153012,SBI Nifty India Consumption Index Fund,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,SBI Nifty India Consumption Index Fund- Regular Plan- Growth,NF0- Rs. 5000 and in multiples of Re.1 thereafter,10.1912
153013,SBI Nifty India Consumption Index Fund,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,SBI Nifty India Consumption Index Fund- Regular Plan- IDCW Payout,NF0- Rs. 5000 and in multiples of Re.1 thereafter,10.1912
153014,SBI Nifty India Consumption Index Fund,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,SBI Nifty India Consumption Index Fund- Direct Plan- IDCW Payout,NF0- Rs. 5000 and in multiples of Re.1 thereafter,10.2764
153015,SBI Nifty India Consumption Index Fund,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,SBI Nifty India Consumption Index Fund- Direct Plan- Growth,NF0- Rs. 5000 and in multiples of Re.1 thereafter,10.2764
153018,Samco Overnight Fund,Samco Asset Management Private Limited,Open Ended,Debt Scheme - Overnight Fund,Samco Overnight Fund - Unclaimed Redemption Beyond 3 years,Rs. 5000 and in multiples of Re. 1/- thereafter,
153019,Samco Overnight Fund,Samco Asset Management Private Limited,Open Ended,Debt Scheme - Overnight Fund,Samco Overnight Fund - Unclaimed IDCW Beyond 3 years,Rs. 5000 and in multiples of Re. 1/- thereafter,
153020,Samco Overnight Fund,Samco Asset Management Private Limited,Open Ended,Debt Scheme - Overnight Fund,Samco Overnight Fund - Unclaimed IDCW Upto 3 years,Rs. 5000 and in multiples of Re. 1/- thereafter,
153021,Samco Overnight Fund,Samco Asset Management Private Limited,Open Ended,Debt Scheme - Overnight Fund,Samco Overnight Fund - Unclaimed Redemption Upto 3 years,Rs. 5000 and in multiples of Re. 1/- thereafter,1092.8003
153022,Motilal Oswal Nifty MidSmall Healthcare Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall Healthcare Index Fund-Regular Plan-Growth,Rs. 500/- and in multiples of Re.1/- thereafter.,12.0708
153023,Motilal Oswal Nifty MidSmall Healthcare Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall Healthcare Index Fund- Direct Plan-Growth,Rs. 500/- and in multiples of Re.1/- thereafter.,12.166
153024,Motilal Oswal Nifty MidSmall India Consumption Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall India Consumption Index Fund-Regular Plan-Growth,Rs. 500/- and in multiples of Re.1/- thereafter,9.742
153025,Motilal Oswal Nifty MidSmall India Consumption Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall India Consumption Index Fund - Direct Plan- Growth,Rs. 500/- and in multiples of Re.1/- thereafter,9.8196
153026,Motilal Oswal Nifty MidSmall Financial Services Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall Financial Services Index Fund-Regular Plan-Growth,Rs. 500/- and in multiples of Re.1/- thereafter,14.1559
153027,Motilal Oswal Nifty MidSmall Financial Services Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall Financial Services Index Fund - Direct Plan- Growth,Rs. 500/- and in multiples of Re.1/- thereafter,14.2691
153028,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund-Regular Plan-Growth,Rs. 500/- and in multiples of Re.1/- thereafter,8.8695
153029,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund - Direct Plan- Growth,Rs. 500/- and in multiples of Re.1/- thereafter,8.9409
153030,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct Growth,1000,11.314
153031,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct IDCW Payout,1000,11.3142
153032,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular IDCW Payout,1000,11.2744
153033,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular Growth,1000,11.2744
153034,Groww Multicap Fund,Groww Asset Management Limited,Open Ended,Equity Schemes - Multi Cap Fund,Groww Multicap Fund - Direct - Growth,500,11.8387
153035,Shriram Liquid Fund,Shriram Asset Management Co. Ltd.,Open Ended,Debt Scheme - Liquid Fund,Shriram Liquid Fund - Direct Plan Growth Option,Rs. 1000/- and in multiples of Re. 1/- thereafter,1111.8314
153036,Shriram Liquid Fund,Shriram Asset Management Co. Ltd.,Open Ended,Debt Scheme - Liquid Fund,Shriram Liquid Fund - Regular Plan Growth Option,Rs. 1000/- and in multiples of Re. 1/- thereafter,1109.1866
153037,PGIM India Healthcare Fund,PGIM India Asset Management Private Limite,Open Ended,Equity Scheme - Sectoral/ Thematic,PGIM India Healthcare Fund - Direct Plan - IDCW Option,Initial Min of Rs. 5000 in multiples of Re.1,11.97
153038,PGIM India Healthcare Fund,PGIM India Asset Management Private Limite,Open Ended,Equity Scheme - Sectoral/ Thematic,PGIM India Healthcare Fund - Regular Plan - IDCW Option,Initial Min of Rs. 5000 in multiples of Re.1,11.64
153039,PGIM India Healthcare Fund,PGIM India Asset Management Private Limite,Open Ended,Equity Scheme - Sectoral/ Thematic,PGIM India Healthcare Fund - Direct Plan - Growth Option,Initial Min of Rs. 5000 in multiples of Re.1,11.97
153040,PGIM India Healthcare Fund,PGIM India Asset Management Private Limite,Open Ended,Equity Scheme - Sectoral/ Thematic,PGIM India Healthcare Fund - Regular Plan - Growth Option,Initial Min of Rs. 5000 in multiples of Re.1,11.64
153041,Franklin India Arbitrage Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Franklin India Arbitrage Fund - Direct - IDCW,5000,11.2123
153042,Franklin India Arbitrage Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Franklin India Arbitrage Fund - Growth,5000,11.0781
153043,Franklin India Arbitrage Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Franklin India Arbitrage Fund - Direct - Growth,5000,11.2123
153044,Franklin India Arbitrage Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Franklin India Arbitrage Fund - IDCW,5000,11.0781
153045,Mirae Asset Nifty 1D Rate Liquid ETF - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - Other  ETFs,Mirae Asset Nifty 1D Rate Liquid ETF - Growth,Rs. 5000 and in multiples of Re. 1/- thereafter.,1095.5854
153046,Invesco India Multi Asset Allocation Fund,Invesco Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Invesco India Multi Asset Allocation Fund - Regular Plan - Growth,Rs.100 per app.;in multiples of Re.1 thereafter,12.31
153047,Invesco India Multi Asset Allocation Fund,Invesco Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Invesco India Multi Asset Allocation Fund - Direct Plan - Growth,Rs.100 per app.;in multiples of Re.1 thereafter,12.57
153048,Invesco India Multi Asset Allocation Fund,Invesco Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Invesco India Multi Asset Allocation Fund - Regular Plan - IDCW,Rs.100 per app.;in multiples of Re.1 thereafter,12.31
153049,Invesco India Multi Asset Allocation Fund,Invesco Asset Management (India) Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Invesco India Multi Asset Allocation Fund - Direct Plan - IDCW,Rs.100 per app.;in multiples of Re.1 thereafter,12.55
153050,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - Growth Option,Rs. 5000 and in multiples of Re. 1/- thereof,11.2536
153051,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - Growth Option,Rs. 5000 and in multiples of Re. 1/- thereof,11.2716
153052,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - IDCW Option,Rs. 5000 and in multiples of Re. 1/- thereof,11.2716
153053,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - IDCW Option,Rs. 5000 and in multiples of Re. 1/- thereof,11.2533
153054,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Regular IDCW payout,Rs. 5000/- and in multiples of Re. 1/- thereafter,9.8961
153055,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Direct Growth,Rs. 5000/- and in multiples of Re. 1/- thereafter,10.1454
153056,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Direct IDCW Reinvestment,Rs. 5000/- and in multiples of Re. 1/- thereafter,10.1454
153057,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Direct IDCW payout,Rs. 5000/- and in multiples of Re. 1/- thereafter,10.1454
153058,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Regular IDCW Reinvestment,Rs. 5000/- and in multiples of Re. 1/- thereafter,9.8961
153059,Tata India Innovation Fund,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata India Innovation Fund- Regular Growth,Rs. 5000/- and in multiples of Re. 1/- thereafter,9.8961
153060,Nippon India Nifty Realty Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Realty Index Fund-Direct Plan- Growth Option,Minimum amount of Rs.1000 and in multiples of Re.,8.2038
153061,Nippon India Nifty Realty Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Realty Index Fund-Regular Plan- Growth Option,Minimum amount of Rs.1000 and in multiples of Re.,8.1294
153062,Nippon India Nifty Realty Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Realty Index Fund-Regular Plan- IDCW Option,Minimum amount of Rs.1000 and in multiples of Re.,8.1294
153063,Nippon India Nifty Realty Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Realty Index Fund-Direct Plan- IDCW Option,Minimum amount of Rs.1000 and in multiples of Re.,8.2038
153064,Nippon India Nifty Auto Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Auto Index Fund - Direct Plan- Growth Option,Rs.1000 and in multiples of Re.1 thereafter,11.7891
153065,Nippon India Nifty Auto Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Auto Index Fund - Regular Plan- IDCW Option,Rs.1000 and in multiples of Re.1 thereafter,11.6865
153066,Nippon India Nifty Auto Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Auto Index Fund - Regular Plan- Growth Option,Rs.1000 and in multiples of Re.1 thereafter,11.6865
153067,Nippon India Nifty Auto Index Fund,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Auto Index Fund - Direct Plan- IDCW Option,Rs.1000 and in multiples of Re.1 thereafter,11.7891
153068,ICICI Prudential Equity Minimum Variance Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Equity Minimum Variance Fund - IDCW,5000,10.45
153069,ICICI Prudential Equity Minimum Variance Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Equity Minimum Variance Fund - Growth,5000,10.45
153070,ICICI Prudential Equity Minimum Variance Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth,5000,10.66
153071,ICICI Prudential Equity Minimum Variance Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - IDCW,5000,10.65
153072,Bajaj Finserv Consumption Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV CONSUMPTION FUND - REGULAR - GROWTH,500,9.219
153073,Bajaj Finserv Consumption Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV CONSUMPTION FUND - REGULAR - IDCW,500,9.219
153074,Bajaj Finserv Consumption Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV CONSUMPTION FUND - DIRECT - IDCW,500,9.471
153075,Bajaj Finserv Consumption Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH,500,9.471
153076,Shriram Multi Sector Rotation Fund,Shriram Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Shriram Multi Sector Rotation Fund - Direct Plan Growth Option,Rs. 500/- and in multiples of Re. 1/- thereafter,8.1922
153077,Shriram Multi Sector Rotation Fund,Shriram Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Shriram Multi Sector Rotation Fund - Regular Plan Growth Option,Rs. 500/- and in multiples of Re. 1/- thereafter,7.969
153078,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Index Funds - Equity Funds,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct IDCW Payout,500,9.3163
153079,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Index Funds - Equity Funds,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular IDCW Payout,500,9.2281
153080,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Index Funds - Equity Funds,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular Growth,500,9.2278
153081,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Index Funds - Equity Funds,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct Growth,500,9.3164
153082,Axis Momentum Fund,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Axis Momentum Fund - Regular Plan - IDCW Option,Rs. 100 and in multiples of Re. 1/- thereafter,8.73
153083,Axis Momentum Fund,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Axis Momentum Fund - Direct Plan - Growth Option,Rs. 100 and in multiples of Re. 1/- thereafter,8.95
153084,Axis Momentum Fund,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Axis Momentum Fund - Direct Plan - IDCW Option,Rs. 100 and in multiples of Re. 1/- thereafter,8.95
153085,Axis Momentum Fund,Axis Asset Management Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Axis Momentum Fund - Regular Plan - Growth Option,Rs. 100 and in multiples of Re. 1/- thereafter,8.73
153086,UTI Nifty Alpha Low-Volatility 30 Index Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,UTI Nifty Alpha Low-Volatility 30 Index Fund - Direct Plan - Growth Option,Rs 1000 and in multiple of Rs 1,9.8554
153087,UTI Nifty Alpha Low-Volatility 30 Index Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,UTI Nifty Alpha Low-Volatility 30 Index Fund - Regular Plan - Growth Option,Rs 1000 and in multiple of Rs 1,9.7763
153088,UTI Nifty Midcap 150 Index Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,UTI Nifty Midcap 150 Index Fund - Regular Plan - Growth Option,Rs 1000 and in multiple of Rs 1/- thereafter,10.8026
153089,UTI Nifty Midcap 150 Index Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Index Funds,UTI Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,Rs 1000 and in multiple of Rs 1/- thereafter,10.8905
153090,Samco Arbitrage Fund,Samco Asset Management Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Samco Arbitrage Fund - Direct Plan - Growth,Rs. 5000 and in multiples of Rs. 1/- thereafter,10.89
153091,Samco Arbitrage Fund,Samco Asset Management Private Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Samco Arbitrage Fund - Regular Plan - Growth,Rs. 5000 and in multiples of Rs. 1/- thereafter,10.69
153092,Samco Multi Asset Allocation Fund,Samco Asset Management Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Samco Multi Asset Allocation Fund - Direct Plan - Growth,Rs. 5000 and in multiples of Rs. 1/- thereafter,12.23
153093,Samco Multi Asset Allocation Fund,Samco Asset Management Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Samco Multi Asset Allocation Fund - Regular Plan - Growth,Rs. 5000 and in multiples of Rs. 1/- thereafter,11.92
153094,Quantum Ethical Fund,Quantum Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Quantum Ethical Fund - Direct Plan Growth Option,Rs. 500 /- and in multiples of Re. 1 thereafter,9.9
153095,Quantum Ethical Fund,Quantum Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Quantum Ethical Fund - Regular Plan Growth Option,Rs. 500 /- and in multiples of Re. 1 thereafter,9.69
153096,HDFC Nifty India Digital Index Fund,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,HDFC Nifty India Digital Index Fund - Growth Option - Regular,100,8.096
153097,HDFC Nifty India Digital Index Fund,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,HDFC Nifty India Digital Index Fund - Growth Option - Direct,100,8.1594
153098,Groww Multicap Fund,Groww Asset Management Limited,Open Ended,Equity Schemes - Multi Cap Fund,Groww Multicap Fund - Direct - IDCW,500,11.8386
153099,Groww Multicap Fund,Groww Asset Management Limited,Open Ended,Equity Schemes - Multi Cap Fund,Groww Multicap Fund - Regular - IDCW,500,11.5024
153100,Groww Multicap Fund,Groww Asset Management Limited,Open Ended,Equity Schemes - Multi Cap Fund,Groww Multicap Fund - Regular - Growth,500,11.4946
153101,Franklin India Long Duration Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Long Duration Fund,Franklin India Long Duration Fund - IDCW,5000,10.4888
153102,Franklin India Long Duration Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Long Duration Fund,Franklin India Long Duration Fund - Direct - Growth,5000,10.8763
153103,Franklin India Long Duration Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Long Duration Fund,Franklin India Long Duration Fund - Direct - IDCW,5000,10.5103
153104,Franklin India Long Duration Fund,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Long Duration Fund,Franklin India Long Duration Fund - Growth,5000,10.7912
153105,Mirae Asset Long Duration Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Debt Scheme - Long Duration Fund,Mirae Asset Long Duration Fund - Direct Plan - Growth,Rs.5000/- and in multiples of Re. 1/- thereafter,10.5244
153106,Mirae Asset Long Duration Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Debt Scheme - Long Duration Fund,Mirae Asset Long Duration Fund - Direct Plan - IDCW,Rs.5000/- and in multiples of Re. 1/- thereafter,10.517
153107,Mirae Asset Long Duration Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Debt Scheme - Long Duration Fund,Mirae Asset Long Duration Fund - Regular Plan - Growth,Rs.5000/- and in multiples of Re. 1/- thereafter,10.4366
153108,Mirae Asset Long Duration Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Debt Scheme - Long Duration Fund,Mirae Asset Long Duration Fund - Regular Plan - IDCW,Rs.5000/- and in multiples of Re. 1/- thereafter,10.4365
153109,Union Active Momentum Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Union Active Momentum Fund - Direct Plan - Growth Option,Rs 1000 and multiple of Rs 1 thereafter,9.58
153110,Union Active Momentum Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Union Active Momentum Fund - Direct Plan - IDCW Option,Rs 1000 and multiple of Rs 1 thereafter,9.58
153111,Union Active Momentum Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Union Active Momentum Fund - Regular Plan - Growth Option,Rs 1000 and multiple of Rs 1 thereafter,9.38
153112,Union Active Momentum Fund,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Union Active Momentum Fund - Regular Plan - IDCW Option,Rs 1000 and multiple of Rs 1 thereafter,9.38
153113,Bandhan Nifty 200 Quality 30 Index Fund,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan - Growth,Rs. 1000/- and in multiples of Re. 1/- thereafter,9.4539
153114,Bandhan Nifty 200 Quality 30 Index Fund,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Bandhan Nifty 200 Quality 30 Index Fund - Direct Plan - Growth,Rs. 1000/- and in multiples of Re. 1/- thereafter,9.5552
153115,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - Growth,100/-,11.286
153116,Kotak Transportation & Logistics Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Kotak Transportation & Logistics Fund-Regular-Growth,100,11.168
153117,Kotak Transportation & Logistics Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Kotak Transportation & Logistics Fund-Direct -IDCW-PAYOUT & REINVESTMENT,100,11.453
153118,Kotak Transportation & Logistics Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Kotak Transportation & Logistics Fund-Direct Growth,100,11.454
153119,Kotak Transportation & Logistics Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Kotak Transportation & Logistics Fund-Regular-IDCW Payout & Reinvestment,100,11.169
153120,DSP Business Cycle Fund,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Business Cycle Fund - Regular - IDCW,During NFO  Rs. 100/- and any amount thereafter,10.291
153121,DSP Business Cycle Fund,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Business Cycle Fund - Direct - Growth,During NFO  Rs. 100/- and any amount thereafter,10.543
153122,DSP Business Cycle Fund,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Business Cycle Fund - Regular - Growth,During NFO  Rs. 100/- and any amount thereafter,10.291
153123,DSP Business Cycle Fund,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Business Cycle Fund - Direct - IDCW,During NFO  Rs. 100/- and any amount thereafter,10.543
153124,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Conglomerate Fund-Direct Growth,100,10.98
153125,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Conglomerate Fund-Direct IDCW Payout,100,10.98
153126,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Conglomerate Fund-Regular IDCW Payout,100,10.74
153127,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Conglomerate Fund-Regular Growth,100,10.74
153128,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - IDCW - Payout,100/-,11.286
153129,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - IDCW - Payout,100/-,11.247
153130,Edelweiss CRISIL IBX AAA Financial Services Bond - Jan 2028 Index Fund,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - Growth,100/-,11.247
153131,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Direct IDCW Payout,Rs. 5000/-,10.1025
153132,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Direct Growth,Rs. 5000/-,10.1025
